"","country","continent","lifeExp"
"1631","Uruguay","Americas",75.307
"1632","Uruguay","Americas",76.384
"1633","Venezuela","Americas",55.088
"1634","Venezuela","Americas",57.907
"1635","Venezuela","Americas",60.77
"1636","Venezuela","Americas",63.479
"1637","Venezuela","Americas",65.712
"1638","Venezuela","Americas",67.456
"1639","Venezuela","Americas",68.557
"1640","Venezuela","Americas",70.19
"1641","Venezuela","Americas",71.15
"1642","Venezuela","Americas",72.146
"1643","Venezuela","Americas",72.766
"1644","Venezuela","Americas",73.747
"1645","Vietnam","Asia",40.412
"1646","Vietnam","Asia",42.887
"1647","Vietnam","Asia",45.363
"1648","Vietnam","Asia",47.838
"1649","Vietnam","Asia",50.254
"1650","Vietnam","Asia",55.764
"1651","Vietnam","Asia",58.816
"1652","Vietnam","Asia",62.82
"1653","Vietnam","Asia",67.662
"1654","Vietnam","Asia",70.672
"1655","Vietnam","Asia",73.017
"1656","Vietnam","Asia",74.249
"1657","West Bank and Gaza","Asia",43.16
"1658","West Bank and Gaza","Asia",45.671
"1659","West Bank and Gaza","Asia",48.127
"1660","West Bank and Gaza","Asia",51.631
"1661","West Bank and Gaza","Asia",56.532
"1662","West Bank and Gaza","Asia",60.765
"1663","West Bank and Gaza","Asia",64.406
"1664","West Bank and Gaza","Asia",67.046
"1665","West Bank and Gaza","Asia",69.718
"1666","West Bank and Gaza","Asia",71.096
"1667","West Bank and Gaza","Asia",72.37
"1668","West Bank and Gaza","Asia",73.422
"1669","Yemen, Rep.","Asia",32.548
"1670","Yemen, Rep.","Asia",33.97
"1671","Yemen, Rep.","Asia",35.18
"1672","Yemen, Rep.","Asia",36.984
"1673","Yemen, Rep.","Asia",39.848
"1674","Yemen, Rep.","Asia",44.175
"1675","Yemen, Rep.","Asia",49.113
"1676","Yemen, Rep.","Asia",52.922
"1677","Yemen, Rep.","Asia",55.599
"1678","Yemen, Rep.","Asia",58.02
"1679","Yemen, Rep.","Asia",60.308
"1680","Yemen, Rep.","Asia",62.698
"1681","Zambia","Africa",42.038
"1682","Zambia","Africa",44.077
"1683","Zambia","Africa",46.023
"1684","Zambia","Africa",47.768
"1685","Zambia","Africa",50.107
"1686","Zambia","Africa",51.386
"1687","Zambia","Africa",51.821
"1688","Zambia","Africa",50.821
"1689","Zambia","Africa",46.1
"1690","Zambia","Africa",40.238
"1691","Zambia","Africa",39.193
"1692","Zambia","Africa",42.384
"1693","Zimbabwe","Africa",48.451
"1694","Zimbabwe","Africa",50.469
"1695","Zimbabwe","Africa",52.358
"1696","Zimbabwe","Africa",53.995
"1697","Zimbabwe","Africa",55.635
"1698","Zimbabwe","Africa",57.674
"1699","Zimbabwe","Africa",60.363
"1700","Zimbabwe","Africa",62.351
"1701","Zimbabwe","Africa",60.377
"1702","Zimbabwe","Africa",46.809
"1703","Zimbabwe","Africa",39.989
"1704","Zimbabwe","Africa",43.487
